"ObsID"	"Town_Region"	"Village"	"Date"	"Year"	"Month"	"Day"	"Latitude"	"Longitude"	"Country"	"Confidence"	"Status"	"NumPosAg"	"NumTestAg"	"PropAg"	"NumPosAb"	"NumTestAb"	"PropAb"	"Genus"	"Species"	"DiagnosticMethod"	"Target"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Human_Random_Survey"	"Notes"
149	"Northern"	"Bowena"	"NA"	"2010-2011"	"NA"	"NA"	9.545748318	-1.628571429	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	0	70	0	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
150	"Northern"	"Teanoba"	"NA"	"2010-2011"	"NA"	"NA"	10.39394094	-0.362637363	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	2	70	0.028571429	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
151	"Northern"	"Jirandogo"	"NA"	"2010-2011"	"NA"	"NA"	8.344660549	-0.327472527	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	2	70	0.028571429	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
152	"Brong Ahafo"	"Amomaso"	"NA"	"2010-2011"	"NA"	"NA"	7.115996883	-2.323076923	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	0	70	0	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
153	"Ashanti"	"Ankaakur"	"NA"	"2010-2011"	"NA"	"NA"	6.168359282	-1.778021978	"Ghana"	"NA"	"positive"	"NA"	"NA"	"NA"	5	31	0.161290323	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
154	"Eastern"	"Ehiawenwu"	"NA"	"2010-2011"	"NA"	"NA"	6.444156422	-0.828571429	"Ghana"	"NA"	"positive"	"NA"	"NA"	"NA"	10	67	0.149253731	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
155	"Upper East"	"Doninga"	"NA"	"2010-2011"	"NA"	"NA"	10.62199074	-1.417582418	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	2	70	0.028571429	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
156	"Brong Ahafo"	"Mangoase"	"NA"	"2010-2011"	"NA"	"NA"	7.96548719	-1.654945055	"Ghana"	"NA"	"negative"	"NA"	"NA"	"NA"	2	69	0.028985507	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
157	"Brong Ahafo"	"Menkwo"	"NA"	"2010-2011"	"NA"	"NA"	7.667991921	-0.608791209	"Ghana"	"NA"	"positive"	"NA"	"NA"	"NA"	7	70	0.1	"Homo"	"sapiens"	"ELISA"	"IgG"	"Nimo-Paintsil_Fichet-Calvet_2019: Coords estimated via Figure 1 map"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"T"	"Number positives inferred from Fig2 and caption on Fig1"
158	"NA"	"Abagboro"	"NA"	"2011-2013"	"NA"	"NA"	7.543888889	4.513111111	"Nigeria"	"NA"	"negative"	0	99	0	1	99	0.01010101	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
159	"NA"	"Kako"	"NA"	"2011-2013"	"NA"	"NA"	7.690638889	4.619388889	"Nigeria"	"NA"	"negative"	0	7	0	0	7	0	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
160	"NA"	"Esira"	"NA"	"2011-2013"	"NA"	"NA"	7.701305556	4.655388889	"Nigeria"	"NA"	"negative"	0	13	0	0	13	0	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
161	"NA"	"Ilobu"	"NA"	"2011-2013"	"NA"	"NA"	7.873083333	4.5265	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"NA"	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
162	"NA"	"Eguare Egoro"	"NA"	"2011-2012"	"NA"	"NA"	6.772972222	6.092361111	"Nigeria"	"NA"	"positive"	6	29	0.206896552	5	29	0.172413793	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
163	"Edo state"	"Ekpoma"	"NA"	2012	"NA"	"NA"	6.741416667	6.104888889	"Nigeria"	"NA"	"positive"	9	36	0.25	13	36	0.361111111	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
164	"NA"	"Mayo Ranewo"	"NA"	"2011-2013"	"NA"	"NA"	8.824222222	10.92088889	"Nigeria"	"NA"	"negative"	0	31	0	0	31	0.516129032	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1). Mastomys natalensis found positive for Mobala-like virus. 16 seropositive for arenavirus, set to 0 because EFC believes this is not Lassa virus"
165	"NA"	"Ngel Nyaki"	"NA"	"2011-2013"	"NA"	"NA"	7.091888889	11.08552778	"Nigeria"	"NA"	"negative"	0	24	0	0	24	1.516129032	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1). Mastomys natalensis found positive for Mobala-like virus. 5 Mn found seropositive for arenavirus, EFC believes this is not Lassa"
166	"NA"	"Onba Abena"	"NA"	"2011-2012"	"NA"	"NA"	7.640972222	8.406555556	"Nigeria"	"NA"	"negative"	0	34	0	0	34	0	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
167	"NA"	"Ndubia"	"NA"	2015	"NA"	"NA"	6.36275	8.322972222	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
168	"NA"	"Abakaliki"	"NA"	2015	"NA"	"NA"	6.294138889	8.098416667	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"IFA, PCR"	"IgG"	"Olayemi_Oyeyiola_2018"	"Olayemi_Oyeyiola_2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1186/s13071-018-2991-5"	"F"	"Other species also tested positive (Table 1)"
169	"NA"	"NTessoni"	6/5/2009	2009	6	5	11.03333333	-5.983333333	"Mali"	"NA"	"negative"	0	17	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Safronetz_Lopez_2010"	"Safronetz_Lopez_2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"F"	"NA"
170	"NA"	"Soromba"	6/5/2009	2009	6	5	10.58333333	-7.15	"Mali"	"NA"	"positive"	6	25	0.24	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Safronetz_Lopez_2010"	"Safronetz_Lopez_2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"F"	"NA"
171	"NA"	"Doneguebougou"	6/5/2009	2009	6	5	12.80583333	-7.983333333	"Mali"	"NA"	"negative"	0	40	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Safronetz_Lopez_2010"	"Safronetz_Lopez_2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"F"	"NA"
172	"NA"	"Garalo"	10/5/2011	2011	10	5	10.99361111	-7.437222222	"Mali"	"NA"	"negative"	0	22	0	0	22	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
173	"NA"	"Kotie"	10/6/2011	2011	10	6	10.9175	-7.405833333	"Mali"	"NA"	"negative"	0	11	0	0	11	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
174	"NA"	"Tiekoumana"	3/2/2012	2012	3	2	10.88555556	-7.382222222	"Mali"	"NA"	"negative"	0	11	0	0	11	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
175	"NA"	"Soromba"	6/8/2009	2009	6	8	10.58916667	-7.155833333	"Mali"	"NA"	"positive"	6	25	0.24	12	25	0.48	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
176	"NA"	"Soromba"	1/8/2010	2010	1	8	10.58916667	-7.155833333	"Mali"	"NA"	"positive"	2	21	0.095238095	6	21	0.285714286	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
177	"NA"	"Soromba"	3/3/2012	2012	3	3	10.58916667	-7.155833333	"Mali"	"NA"	"positive"	2	13	0.153846154	2	13	0.153846154	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
178	"NA"	"Komina"	1/8/2010	2010	1	8	10.61638889	-7.158333333	"Mali"	"NA"	"negative"	0	12	0	3	12	0.25	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
179	"NA"	"Komina"	3/3/2012	2012	3	3	10.61638889	-7.158333333	"Mali"	"NA"	"positive"	1	7	0.142857143	0	7	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
180	"NA"	"Minzaga"	3/4/2012	2012	3	4	10.52388889	-7.248055556	"Mali"	"NA"	"negative"	0	12	0	0	12	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
181	"NA"	"Banzana"	3/4/2012	2012	3	4	10.52388889	-7.248055556	"Mali"	"NA"	"negative"	0	28	0	1	28	0.035714286	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
182	"NA"	"Bamba"	3/6/2012	2012	3	6	10.38305556	-7.151666667	"Mali"	"NA"	"positive"	7	35	0.2	6	35	0.171428571	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
183	"NA"	"Ouoma"	3/6/2012	2012	3	6	10.39722222	-7.259166667	"Mali"	"NA"	"positive"	1	16	0.0625	5	16	0.3125	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
184	"NA"	"Flalaba"	3/8/2012	2012	3	8	10.69166667	-7.364722222	"Mali"	"NA"	"negative"	0	34	0	0	33	0	"Mastomys"	"natalensis"	"ELISA, PCR, Isolation, HTS"	"IgG"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"F"	"HTS = high throughput sequencing"
185	"NA"	"Bamba"	"NA"	2015	2	"NA"	10.58917	-7.155833	"Mali"	"NA"	"positive"	"NA"	"NA"	"NA"	88	200	0.44	"Homo"	"sapiens"	"ELISA"	"IgG"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"T"	"NA"
186	"NA"	"Banzana"	"NA"	2015	2	"NA"	10.38306	-7.151667	"Mali"	"NA"	"positive"	"NA"	"NA"	"NA"	29	200	0.145	"Homo"	"sapiens"	"ELISA"	"IgG"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"T"	"NA"
187	"NA"	"Soromba"	"NA"	2015	2	"NA"	10.52389	-7.248056	"Mali"	"NA"	"positive"	"NA"	"NA"	"NA"	82	200	0.41	"Homo"	"sapiens"	"ELISA"	"IgG"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"T"	"NA"
188	"NA"	"Bamba"	"NA"	2015	2	"NA"	10.58917	-7.155833	"Mali"	"NA"	"negative"	"NA"	"NA"	"NA"	2	200	0.01	"Homo"	"sapiens"	"ELISA"	"IgM"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"T"	"NA"
