"ObsID"	"Town_Region"	"Village"	"Year"	"Latitude"	"Longitude"	"Country"	"NumPosVirus"	"NumTestVirus"	"PropVirus"	"Virus_Diagnostic_Method"	"NumPosAb"	"NumTestAb"	"PropAb"	"Ab_Diagnostic_Method"	"Antibody_Target"	"Genus"	"Species"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Bibtex"	"Survey_Notes"	"Housing_Notes"
165	"Ashanti"	"Ankaakur"	"2010-2011"	6.176	-1.792666667	"Ghana"	"NA"	"NA"	"NA"	"NA"	5	31	0.161290323	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
166	"Eastern"	"Ehiawenwu"	"2010-2011"	6.4495	-0.851833333	"Ghana"	"NA"	"NA"	"NA"	"NA"	10	67	0.149253731	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
167	"Upper East"	"Doninga"	"2010-2011"	10.61933333	-1.421833333	"Ghana"	"NA"	"NA"	"NA"	"NA"	2	70	0.028571429	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
168	"Brong Ahafo"	"Mangoase"	"2010-2011"	7.9685	-1.663166667	"Ghana"	"NA"	"NA"	"NA"	"NA"	2	69	0.028985507	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
169	"Brong Ahafo"	"Menkwo"	"2010-2011"	7.674166667	-0.633	"Ghana"	"NA"	"NA"	"NA"	"NA"	7	70	0.1	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
170	"NA"	"Bamba"	2015	10.58917	-7.155833	"Mali"	"NA"	"NA"	"NA"	"NA"	88	200	0.44	"ELISA"	"IgG"	"Homo"	"sapiens"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"sogoba2016lassa"	"Villages were selected on the bases of previous work, and included locations with high and low LASV prevalence in rodents. Participants were greater than 6 months in age, and resided in the village for at least 12 months. "	"NA"
171	"NA"	"Banzana"	2015	10.38306	-7.151667	"Mali"	"NA"	"NA"	"NA"	"NA"	29	200	0.145	"ELISA"	"IgG"	"Homo"	"sapiens"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"sogoba2016lassa"	"Villages were selected on the bases of previous work, and included locations with high and low LASV prevalence in rodents. Participants were greater than 6 months in age, and resided in the village for at least 12 months. "	"NA"
172	"NA"	"Soromba"	2015	10.52389	-7.248056	"Mali"	"NA"	"NA"	"NA"	"NA"	82	200	0.41	"ELISA"	"IgG"	"Homo"	"sapiens"	"Sogoba_Rosenke_2016"	"Sogoba_Rosenke_2016"	"Sogoba N, Rosenke K, Adjemian J, Diawara SI, Maiga O, Keita M, Konaté D, Keita AS, Sissoko I, Boisen M, Nelson D. Lassa virus seroprevalence in sibirilia commune, Bougouni District, Southern Mali. Emerging infectious diseases. 2016 Apr;22(4):657."	"10.3201/eid2204.151814"	"sogoba2016lassa"	"Villages were selected on the bases of previous work, and included locations with high and low LASV prevalence in rodents. Participants were greater than 6 months in age, and resided in the village for at least 12 months. "	"NA"
173	"Lofa"	"Gbanwei"	"1980-1982"	7.689	-9.428	"Liberia"	"NA"	"NA"	"NA"	"NA"	45	553	0.081374321880651	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
174	"Lofa"	"Yapoa"	"1980-1982"	7.59	-9.35	"Liberia"	"NA"	"NA"	"NA"	"NA"	2	212	0.009433962	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
175	"Lofa"	"Zuwulo"	"1980-1982"	"7.910"	"-9.520"	"Liberia"	"NA"	"NA"	"NA"	"NA"	18	421	0.042755344418052	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
176	"Lofa"	"Balagualazu"	"1980-1982"	"7.797"	"-9.716"	"Liberia"	"NA"	"NA"	"NA"	"NA"	12	392	0.030612245	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
177	"Lofa"	"Foya Kamara"	1981	8.36	-10.206	"Liberia"	"NA"	"NA"	"NA"	"NA"	12	85	0.141176471	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
178	"NA"	"Borlelo"	1981	"8.459"	"-10.167"	"Liberia"	"NA"	"NA"	"NA"	"NA"	7	138	0.050724638	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
179	"Montserrado"	"Farwein"	"1980-1982"	"6.212"	"-10.388"	"Liberia"	"NA"	"NA"	"NA"	"NA"	2	47	0.042553191	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"yalley1984endemic"	"Selected 4 villages with 300 – 400 inhabitants. Villages were selected from two predominant language groups (Kpelle and Loma) in the area, and also selected to include villages “in the bush” and “on the highway.” Villagers were tested in household groups. "	"Houses are constructed of wattle, mud-brick, or cinder block, and plastered. Roofs are thatch or galvanized iron. "
180	"Panguma"	"Panguma"	"1970-1972"	8.2	-11.2166667	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	0	49	0	"CF"	"IgG, IgM"	"Homo"	"sapiens"	"EFC database"	"Fraser_Campbell_1974"	"Fraser DW, Campbell CC, Monath TP, Goff PA, Gregg MB. Lassa fever in the eastern province of Sierra Leone, 1970–1972. The American journal of tropical medicine and hygiene. 1974 Nov 1;23(6):1131-9."	"10.4269/ajtmh.1974.23.1131"	"fraser1974lassa"	"Villages chosen as origin of hospital cases in an outbreak in Sierra Leone. Villages were stratified and one compound (1 – 4 houses) was chosen for each stratum. One in every 27 compounds was chosen in Panguma, and one in every thirty two in Tongo. All inhabitants of chosen compound were bled for sero-survey.   "	"Extended families of 1 – 45 individuals live in compounds of 1 – 3 buildings constructed of mud and wattle covered with cement. Floors are cement, and roofing if galvanized iron or thatch. "
181	"Panguma"	"Tongo"	"1970-1972"	8.45	-11.2833333	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	16	206	0.077669902912621	"CF"	"IgG, IgM"	"Homo"	"sapiens"	"EFC database"	"Fraser_Campbell_1974"	"Fraser DW, Campbell CC, Monath TP, Goff PA, Gregg MB. Lassa fever in the eastern province of Sierra Leone, 1970–1972. The American journal of tropical medicine and hygiene. 1974 Nov 1;23(6):1131-9."	"10.4269/ajtmh.1974.23.1131"	"fraser1974lassa"	"Villages chosen as origin of hospital cases in an outbreak in Sierra Leone. Villages were stratified and one compound (1 – 4 houses) was chosen for each stratum. One in every 27 compounds was chosen in Panguma, and one in every thirty two in Tongo. All inhabitants of chosen compound were bled for sero-survey.   "	"Extended families of 1 – 45 individuals live in compounds of 1 – 3 buildings constructed of mud and wattle covered with cement. Floors are cement, and roofing if galvanized iron or thatch. "
