"Species";"Latitude";"Longitude";"Locality";"Country";"Diagnosis";"Confidence";"Reference";"Coord_Method";"Coord_Method_Name";"Issues"
"Mastomys natalensis";-16.9333;35.2333;"Malema";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";-17.454;35.0792;"Mutarara";"Mozambique";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-25.9662;32.5675;"Maputo";"Mozambique";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-25.9541;30.5627;"Badplaas, Transvaal";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";1;"http://earth-info.nga.mil/gns/html/namefiles.htm";"found Badplaas, SA"
"Mastomys natalensis";-12.5511;26.1492;"Mumena";"Zambia";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-22.9836;30.3553;"Mapate";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-7.8234;32.8949;"Chunya";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-10.7284;38.8056;"Masasi Town";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"Bebif";
"Mastomys natalensis";-28.4104;29.426;"Natal";" Van Reenen";" Wyford Farm";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1
"Mastomys natalensis";-28.2198;31.9519;"Natal, Zululand, Hluhluwe Game Res.";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Google";
"Mastomys natalensis";-25.7822;31.0475;"Barberton";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-17.8633;31.0345;"Mbare";"Zimbabwe";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-17.6947;31.1089;"Hatcliffe";"Zimbabwe";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-12.5925;25.5542;"Meheba";"Zambia";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"geopy";
"Mastomys natalensis";6.128333333;-4.8925;"Ahouakro";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";6.794166667;-7.295833333;"Blodi";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";5.809166667;-5.498055556;"Gbagroube";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";7.071111111;-3.128333333;"Kotokossou";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";6.184166667;-6.07;"Menekre";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";8.171388889;-2.610277778;"Sanguiebo";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";6.745833333;-3.368333333;"Touzoukro";"Cote d'Ivoire";"morpho + PCR cytb";"high";"Coulibaly-NGolo_Allali_2011";;;
"Mastomys natalensis";10.25816667;-2.626;"Natorduori";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";9.547;-1.6325;"Bowena";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";10.395;-0.366;"Teanoba";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";8.347166667;-0.345833333;"Jirandogo";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";7.122666667;-2.327666667;"Amomaso";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";6.176;-1.792666667;"Ankaakur";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";6.4495;-0.851833333;"Ehiawenwu";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";10.61933333;-1.421833333;"Doninga";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";7.9685;-1.663166667;"Mangoase";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";7.674166667;-0.633;"Monkwo";"Ghana";"morpho + PCR cytb";"high";"Kronmann_Nimo-Paintsil_2013";;;
"Mastomys natalensis";8.883947222;2.671825;"Worogui";"Benin";"morpho + PCR cytb";"high";"Yadouleton_Agolinou_2019";;;
"Mastomys natalensis";8.973844444;2.750744444;"Yambouan";"Benin";"morpho + PCR cytb";"high";"Yadouleton_Agolinou_2019";;;
